Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Riva del Garda",PM10,2021-11-19,24,24,µg/mc
"Riva del Garda",PM10,2021-11-20,1,18,µg/mc
"Riva del Garda",PM10,2021-11-20,2,16,µg/mc
"Riva del Garda",PM10,2021-11-20,3,12,µg/mc
"Riva del Garda",PM10,2021-11-20,4,8,µg/mc
"Riva del Garda",PM10,2021-11-20,5,6,µg/mc
"Riva del Garda",PM10,2021-11-20,6,6,µg/mc
"Riva del Garda",PM10,2021-11-20,7,7,µg/mc
"Riva del Garda",PM10,2021-11-20,8,12,µg/mc
"Riva del Garda",PM10,2021-11-20,9,14,µg/mc
"Riva del Garda",PM10,2021-11-20,10,9,µg/mc
"Riva del Garda",PM10,2021-11-20,11,7,µg/mc
"Riva del Garda",PM10,2021-11-20,12,7,µg/mc
"Riva del Garda",PM10,2021-11-20,13,8,µg/mc
"Riva del Garda",PM10,2021-11-20,14,22,µg/mc
"Riva del Garda",PM10,2021-11-20,15,21,µg/mc
"Riva del Garda",PM10,2021-11-20,16,16,µg/mc
"Riva del Garda",PM10,2021-11-20,17,20,µg/mc
"Riva del Garda",PM10,2021-11-20,18,32,µg/mc
"Riva del Garda",PM10,2021-11-20,19,42,µg/mc
"Riva del Garda",PM10,2021-11-20,20,56,µg/mc
"Riva del Garda",PM10,2021-11-20,21,38,µg/mc
"Riva del Garda",PM10,2021-11-20,22,42,µg/mc
"Riva del Garda",PM10,2021-11-20,23,37,µg/mc
"Riva del Garda",PM10,2021-11-20,24,27,µg/mc
"Riva del Garda",PM10,2021-11-21,1,18,µg/mc
"Riva del Garda",PM10,2021-11-21,2,15,µg/mc
"Riva del Garda",PM10,2021-11-21,3,11,µg/mc
"Riva del Garda",PM10,2021-11-21,4,10,µg/mc
"Riva del Garda",PM10,2021-11-21,5,9,µg/mc
"Riva del Garda",PM10,2021-11-21,6,8,µg/mc
"Riva del Garda",PM10,2021-11-21,7,8,µg/mc
"Riva del Garda",PM10,2021-11-21,8,10,µg/mc
"Riva del Garda",PM10,2021-11-21,9,11,µg/mc
"Riva del Garda",PM10,2021-11-21,10,9,µg/mc
"Riva del Garda",PM10,2021-11-21,11,8,µg/mc
"Riva del Garda",PM10,2021-11-21,12,8,µg/mc
"Riva del Garda",PM10,2021-11-21,13,13,µg/mc
"Riva del Garda",PM10,2021-11-21,14,41,µg/mc
"Riva del Garda",PM10,2021-11-21,15,40,µg/mc
"Riva del Garda",PM10,2021-11-21,16,42,µg/mc
"Riva del Garda",PM10,2021-11-21,17,41,µg/mc
"Riva del Garda",PM10,2021-11-21,18,44,µg/mc
"Riva del Garda",PM10,2021-11-21,19,48,µg/mc
"Riva del Garda",PM10,2021-11-21,20,56,µg/mc
"Riva del Garda",PM10,2021-11-21,21,51,µg/mc
"Riva del Garda",PM10,2021-11-21,22,46,µg/mc
"Riva del Garda",PM10,2021-11-21,23,43,µg/mc
"Riva del Garda",PM10,2021-11-21,24,45,µg/mc
"Riva del Garda",PM10,2021-11-22,1,43,µg/mc
"Riva del Garda",PM10,2021-11-22,2,42,µg/mc
"Riva del Garda",PM10,2021-11-22,3,39,µg/mc
"Riva del Garda",PM10,2021-11-22,4,37,µg/mc
"Riva del Garda",PM10,2021-11-22,5,33,µg/mc
"Riva del Garda",PM10,2021-11-22,6,30,µg/mc
"Riva del Garda",PM10,2021-11-22,7,26,µg/mc
"Riva del Garda",PM10,2021-11-22,8,26,µg/mc
"Riva del Garda",PM10,2021-11-22,9,28,µg/mc
"Riva del Garda",PM10,2021-11-22,10,31,µg/mc
"Riva del Garda",PM10,2021-11-22,11,27,µg/mc
"Riva del Garda",PM10,2021-11-22,12,28,µg/mc
"Riva del Garda",PM10,2021-11-22,13,25,µg/mc
"Riva del Garda",PM10,2021-11-22,14,23,µg/mc
"Riva del Garda",PM10,2021-11-22,15,25,µg/mc
"Riva del Garda",PM10,2021-11-22,16,29,µg/mc
"Riva del Garda",PM10,2021-11-22,17,26,µg/mc
"Riva del Garda",PM10,2021-11-22,18,27,µg/mc
"Riva del Garda",PM10,2021-11-22,19,37,µg/mc
"Riva del Garda",PM10,2021-11-22,20,35,µg/mc
"Riva del Garda",PM10,2021-11-22,21,40,µg/mc
"Riva del Garda",PM10,2021-11-22,22,42,µg/mc
"Riva del Garda",PM10,2021-11-22,23,39,µg/mc
"Riva del Garda",PM10,2021-11-22,24,31,µg/mc
"Riva del Garda",PM10,2021-11-23,1,21,µg/mc
"Riva del Garda",PM10,2021-11-23,2,19,µg/mc
"Riva del Garda",PM10,2021-11-23,3,16,µg/mc
"Riva del Garda",PM10,2021-11-23,4,13,µg/mc
"Riva del Garda",PM10,2021-11-23,5,13,µg/mc
"Riva del Garda",PM10,2021-11-23,6,12,µg/mc
