Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Riva del Garda",PM10,2022-02-26,8,6,µg/mc
"Riva del Garda",PM10,2022-02-26,9,5,µg/mc
"Riva del Garda",PM10,2022-02-26,10,3,µg/mc
"Riva del Garda",PM10,2022-02-26,11,3,µg/mc
"Riva del Garda",PM10,2022-02-26,12,4,µg/mc
"Riva del Garda",PM10,2022-02-26,13,3,µg/mc
"Riva del Garda",PM10,2022-02-26,14,3,µg/mc
"Riva del Garda",PM10,2022-02-26,15,4,µg/mc
"Riva del Garda",PM10,2022-02-26,16,3,µg/mc
"Riva del Garda",PM10,2022-02-26,17,4,µg/mc
"Riva del Garda",PM10,2022-02-26,18,3,µg/mc
"Riva del Garda",PM10,2022-02-26,19,3,µg/mc
"Riva del Garda",PM10,2022-02-26,20,4,µg/mc
"Riva del Garda",PM10,2022-02-26,21,3,µg/mc
"Riva del Garda",PM10,2022-02-26,22,3,µg/mc
"Riva del Garda",PM10,2022-02-26,23,4,µg/mc
"Riva del Garda",PM10,2022-02-26,24,2,µg/mc
"Riva del Garda",PM10,2022-02-27,1,4,µg/mc
"Riva del Garda",PM10,2022-02-27,2,4,µg/mc
"Riva del Garda",PM10,2022-02-27,3,4,µg/mc
"Riva del Garda",PM10,2022-02-27,4,5,µg/mc
