Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Riva del Garda",PM10,2020-03-14,4,16,µg/mc
"Riva del Garda",PM10,2020-03-14,5,10,µg/mc
"Riva del Garda",PM10,2020-03-14,6,5,µg/mc
"Riva del Garda",PM10,2020-03-14,7,5,µg/mc
"Riva del Garda",PM10,2020-03-14,8,9,µg/mc
"Riva del Garda",PM10,2020-03-14,9,7,µg/mc
"Riva del Garda",PM10,2020-03-14,10,6,µg/mc
"Riva del Garda",PM10,2020-03-14,11,5,µg/mc
"Riva del Garda",PM10,2020-03-14,12,5,µg/mc
"Riva del Garda",PM10,2020-03-14,13,5,µg/mc
"Riva del Garda",PM10,2020-03-14,14,6,µg/mc
"Riva del Garda",PM10,2020-03-14,15,5,µg/mc
"Riva del Garda",PM10,2020-03-14,16,5,µg/mc
"Riva del Garda",PM10,2020-03-14,17,5,µg/mc
"Riva del Garda",PM10,2020-03-14,18,6,µg/mc
"Riva del Garda",PM10,2020-03-14,19,7,µg/mc
"Riva del Garda",PM10,2020-03-14,20,11,µg/mc
"Riva del Garda",PM10,2020-03-14,21,14,µg/mc
"Riva del Garda",PM10,2020-03-14,22,12,µg/mc
"Riva del Garda",PM10,2020-03-14,23,9,µg/mc
"Riva del Garda",PM10,2020-03-14,24,9,µg/mc
"Riva del Garda",PM10,2020-03-15,1,7,µg/mc
"Riva del Garda",PM10,2020-03-15,2,6,µg/mc
"Riva del Garda",PM10,2020-03-15,3,6,µg/mc
"Riva del Garda",PM10,2020-03-15,4,5,µg/mc
"Riva del Garda",PM10,2020-03-15,5,5,µg/mc
"Riva del Garda",PM10,2020-03-15,6,6,µg/mc
"Riva del Garda",PM10,2020-03-15,7,5,µg/mc
"Riva del Garda",PM10,2020-03-15,8,6,µg/mc
"Riva del Garda",PM10,2020-03-15,9,6,µg/mc
"Riva del Garda",PM10,2020-03-15,10,6,µg/mc
"Riva del Garda",PM10,2020-03-15,11,5,µg/mc
"Riva del Garda",PM10,2020-03-15,12,5,µg/mc
"Riva del Garda",PM10,2020-03-15,13,4,µg/mc
"Riva del Garda",PM10,2020-03-15,14,4,µg/mc
"Riva del Garda",PM10,2020-03-15,15,5,µg/mc
"Riva del Garda",PM10,2020-03-15,16,7,µg/mc
"Riva del Garda",PM10,2020-03-15,17,7,µg/mc
"Riva del Garda",PM10,2020-03-15,18,9,µg/mc
"Riva del Garda",PM10,2020-03-15,19,15,µg/mc
"Riva del Garda",PM10,2020-03-15,20,18,µg/mc
"Riva del Garda",PM10,2020-03-15,21,18,µg/mc
"Riva del Garda",PM10,2020-03-15,22,22,µg/mc
"Riva del Garda",PM10,2020-03-15,23,19,µg/mc
"Riva del Garda",PM10,2020-03-15,24,16,µg/mc
"Riva del Garda",PM10,2020-03-16,1,15,µg/mc
"Riva del Garda",PM10,2020-03-16,2,15,µg/mc
"Riva del Garda",PM10,2020-03-16,3,13,µg/mc
"Riva del Garda",PM10,2020-03-16,4,12,µg/mc
"Riva del Garda",PM10,2020-03-16,5,11,µg/mc
"Riva del Garda",PM10,2020-03-16,6,10,µg/mc
"Riva del Garda",PM10,2020-03-16,7,9,µg/mc
"Riva del Garda",PM10,2020-03-16,8,10,µg/mc
"Riva del Garda",PM10,2020-03-16,9,9,µg/mc
"Riva del Garda",PM10,2020-03-16,10,8,µg/mc
